,hidro_level_m1,precip_acumu_sm,hidro_level_sm
2023-04-11 06:00:00,3.01,1.8,6.28
2023-04-11 09:00:00,1.85,0.0,6.8
2023-04-11 12:00:00,1.02,0.0,6.87
2023-04-11 15:00:00,2.2,0.0,6.73
2023-04-11 18:00:00,3.11,0.0,6.52
2023-04-11 21:00:00,1.97,1.75,6.32
2023-04-12 00:00:00,0.83,99.49,6.22
2023-04-12 03:00:00,1.71,15.86,6.19
2023-04-12 06:00:00,2.91,0.06,6.47
2023-04-12 09:00:00,2.27,0.0,7.15
2023-04-12 12:00:00,1.16,0.0,7.4
2023-04-12 15:00:00,1.74,0.0,7.57
2023-04-12 18:00:00,2.9,0.0,7.74
2023-04-12 21:00:00,2.43,0.0,7.83
2023-04-13 00:00:00,1.14,0.0,7.71
2023-04-13 03:00:00,1.31,0.86,7.78
2023-04-13 06:00:00,2.56,0.18,7.96
2023-04-13 09:00:00,2.64,0.0,7.78
2023-04-13 12:00:00,1.53,0.18,7.56
2023-04-13 15:00:00,1.41,0.0,7.44
2023-04-13 18:00:00,2.5,0.0,7.36
2023-04-13 21:00:00,2.69,0.0,7.27
2023-04-14 00:00:00,1.56,0.0,7.18
2023-04-14 03:00:00,1.11,0.0,7.17
2023-04-14 06:00:00,2.07,0.49,7.36
2023-04-14 09:00:00,2.74,0.59,7.42
2023-04-14 12:00:00,1.94,0.0,7.24
2023-04-14 15:00:00,1.27,0.0,7.03
2023-04-14 18:00:00,1.95,0.0,6.9
2023-04-14 21:00:00,2.71,0.0,6.81
2023-04-15 00:00:00,2.04,0.0,6.72
2023-04-15 03:00:00,1.1,0.0,6.8
2023-04-15 06:00:00,1.55,0.0,6.87
2023-04-15 09:00:00,2.7,0.0,7.27
2023-04-15 12:00:00,2.48,18.2,7.47
2023-04-15 15:00:00,1.4,0.31,7.36
2023-04-15 18:00:00,1.48,0.0,7.17
2023-04-15 21:00:00,2.55,0.07,6.94
2023-04-16 00:00:00,2.56,0.0,6.83
2023-04-16 03:00:00,1.37,0.0,7.09
2023-04-16 06:00:00,1.17,0.0,7.76
2023-04-16 09:00:00,2.46,0.18,8.18
2023-04-16 12:00:00,2.92,1.75,8.23
2023-04-16 15:00:00,1.75,0.96,8.1
2023-04-16 18:00:00,1.1,24.97,7.93
2023-04-16 21:00:00,2.19,9.31,7.74
2023-04-17 00:00:00,2.89,3.9,7.69
2023-04-17 03:00:00,1.8,0.48,8.03
2023-04-17 06:00:00,0.92,0.0,8.71
2023-04-17 09:00:00,2.07,0.0,9.03
2023-04-17 12:00:00,3.21,0.0,9.25
2023-04-17 15:00:00,2.28,0.0,9.47
2023-04-17 18:00:00,0.99,0.0,9.6
2023-04-17 21:00:00,1.74,0.0,9.62
2023-04-18 00:00:00,3.06,0.0,9.43
2023-04-18 03:00:00,2.35,0.61,8.92
2023-04-18 06:00:00,0.9,0.0,8.35
2023-04-18 09:00:00,1.52,0.0,8.02
2023-04-18 12:00:00,3.18,0.18,7.88
2023-04-18 15:00:00,2.77,0.0,7.92
2023-04-18 18:00:00,1.02,0.0,8.06
2023-04-18 21:00:00,1.15,0.0,8.17
2023-04-19 00:00:00,2.88,0.0,8.08
2023-04-19 03:00:00,2.86,0.0,7.88
2023-04-19 06:00:00,1.11,0.0,7.67
2023-04-19 09:00:00,1.04,0.0,7.54
2023-04-19 12:00:00,2.93,0.12,7.46
2023-04-19 15:00:00,3.26,0.0,7.41
2023-04-19 18:00:00,1.29,0.0,7.31
2023-04-19 21:00:00,0.67,0.0,7.23
2023-04-20 00:00:00,2.47,0.0,7.14
2023-04-20 03:00:00,3.25,1.46,7.06
2023-04-20 06:00:00,1.49,9.75,6.99
2023-04-20 09:00:00,0.68,4.25,6.98
2023-04-20 12:00:00,2.42,0.0,7.41
2023-04-20 15:00:00,3.49,0.0,8.19
2023-04-20 18:00:00,1.75,0.0,8.09
2023-04-20 21:00:00,0.47,0.0,7.67
2023-04-21 00:00:00,1.92,0.0,7.56
2023-04-21 03:00:00,3.33,0.0,7.9
2023-04-21 06:00:00,2.01,0.0,8.55
2023-04-21 09:00:00,0.7,0.0,8.76
2023-04-21 12:00:00,1.96,0.0,8.69
2023-04-21 15:00:00,3.49,0.0,8.43
2023-04-21 18:00:00,2.26,0.0,8.12
2023-04-21 21:00:00,0.53,0.0,7.75
2023-04-22 00:00:00,1.42,0.0,7.56
2023-04-22 03:00:00,3.22,0.0,7.69
2023-04-22 06:00:00,2.51,0.0,8.07
2023-04-22 09:00:00,0.87,0.15,8.3
2023-04-22 12:00:00,1.49,0.0,8.27
2023-04-22 15:00:00,3.27,0.0,8.07
2023-04-22 18:00:00,2.66,0.0,7.8
2023-04-22 21:00:00,0.76,0.0,7.61
2023-04-23 00:00:00,1.04,0.0,7.56
2023-04-23 03:00:00,2.89,0.0,7.67
2023-04-23 06:00:00,2.82,0.0,8.28
2023-04-23 09:00:00,1.17,0.0,8.72
2023-04-23 12:00:00,1.2,0.0,8.94
2023-04-23 15:00:00,2.86,0.0,9.11
2023-04-23 18:00:00,2.9,0.0,9.07
2023-04-23 21:00:00,1.18,0.0,8.67
2023-04-24 00:00:00,0.88,0.0,8.1
2023-04-24 03:00:00,2.46,0.0,7.68
2023-04-24 06:00:00,2.95,0.0,7.45
2023-04-24 09:00:00,1.54,0.0,7.31
2023-04-24 12:00:00,1.04,0.0,7.24
2023-04-24 15:00:00,2.4,0.0,7.18
2023-04-24 18:00:00,2.94,0.0,7.11
2023-04-24 21:00:00,1.55,0.0,7.02
2023-04-25 00:00:00,0.86,0.0,6.94
2023-04-25 03:00:00,2.05,0.0,6.83
2023-04-25 06:00:00,2.91,0.0,6.78
2023-04-25 09:00:00,1.92,0.0,6.81
2023-04-25 12:00:00,1.08,0.0,6.76
2023-04-25 15:00:00,2.0,0.0,7.22
2023-04-25 18:00:00,2.85,0.0,7.7
2023-04-25 21:00:00,1.94,0.0,7.37
2023-04-26 00:00:00,0.98,0.0,6.92
2023-04-26 03:00:00,1.66,0.0,6.67
2023-04-26 06:00:00,2.7,0.0,6.6
2023-04-26 09:00:00,2.24,0.0,6.57
2023-04-26 12:00:00,1.27,0.0,6.6
2023-04-26 15:00:00,1.68,0.0,6.56
2023-04-26 18:00:00,2.61,0.0,6.54
2023-04-26 21:00:00,2.24,0.0,6.48
2023-04-27 00:00:00,1.23,0.0,6.36
2023-04-27 03:00:00,1.43,0.0,6.41
2023-04-27 06:00:00,2.43,0.0,6.49
2023-04-27 09:00:00,2.42,0.0,6.49
2023-04-27 12:00:00,1.57,0.0,6.48
2023-04-27 15:00:00,1.51,0.0,6.4
2023-04-27 18:00:00,2.33,21.45,6.36
2023-04-27 21:00:00,2.4,0.43,6.3
2023-04-28 00:00:00,1.55,0.0,6.26
2023-04-28 03:00:00,1.32,0.0,6.5
2023-04-28 06:00:00,2.13,0.0,6.88
2023-04-28 09:00:00,2.53,0.0,7.12
2023-04-28 12:00:00,1.9,0.0,7.04
2023-04-28 15:00:00,1.45,0.0,6.86
2023-04-28 18:00:00,2.0,0.0,6.64
2023-04-28 21:00:00,2.49,0.0,6.47
2023-04-29 00:00:00,1.91,0.08,6.44
2023-04-29 03:00:00,1.3,10.02,6.61
2023-04-29 06:00:00,1.8,4.27,7.12
2023-04-29 09:00:00,2.52,0.19,7.54
2023-04-29 12:00:00,2.2,0.0,7.61
2023-04-29 15:00:00,1.5,0.0,7.52
2023-04-29 18:00:00,1.75,0.0,7.37
2023-04-29 21:00:00,2.43,0.0,7.14
2023-04-30 00:00:00,2.19,0.06,6.95
2023-04-30 03:00:00,1.44,0.0,6.9
2023-04-30 06:00:00,1.59,0.0,6.77
2023-04-30 09:00:00,2.42,0.0,6.77
2023-04-30 12:00:00,2.52,0.0,6.69
2023-04-30 15:00:00,1.72,0.0,6.54
2023-04-30 18:00:00,1.51,0.0,6.43
2023-04-30 21:00:00,2.26,2.4,6.31
2023-05-01 00:00:00,2.52,6.83,6.27
2023-05-01 03:00:00,1.69,0.0,6.56
2023-05-01 06:00:00,1.34,0.0,6.81
2023-05-01 09:00:00,2.24,0.0,7.13
2023-05-01 12:00:00,2.8,0.0,7.31
2023-05-01 15:00:00,1.97,0.0,7.25
2023-05-01 18:00:00,1.33,0.0,7.03
2023-05-01 21:00:00,2.05,0.0,6.79
2023-05-02 00:00:00,2.77,0.0,6.61
2023-05-02 03:00:00,1.97,0.0,6.49
2023-05-02 06:00:00,1.22,0.0,6.31
2023-05-02 09:00:00,2.04,0.42,6.21
2023-05-02 12:00:00,2.97,0.0,6.14
2023-05-02 15:00:00,2.27,0.0,6.1
2023-05-02 18:00:00,1.21,0.0,6.04
2023-05-02 21:00:00,1.75,0.0,5.97
2023-05-03 00:00:00,2.85,0.0,5.99
2023-05-03 03:00:00,2.33,0.0,6.1
2023-05-03 06:00:00,1.2,0.0,6.26
2023-05-03 09:00:00,1.75,0.0,6.55
2023-05-03 12:00:00,3.03,0.2,6.34
2023-05-03 15:00:00,2.62,0.0,6.18
2023-05-03 18:00:00,1.19,0.0,6.03
2023-05-03 21:00:00,1.4,0.0,5.98
2023-05-04 00:00:00,2.8,0.0,6.0
2023-05-04 03:00:00,2.65,0.0,6.09
2023-05-04 06:00:00,1.29,0.0,6.24
2023-05-04 09:00:00,1.47,0.08,6.42
2023-05-04 12:00:00,2.97,0.0,6.53
2023-05-04 15:00:00,2.94,0.0,6.46
2023-05-04 18:00:00,1.32,0.0,6.3
2023-05-04 21:00:00,1.11,0.0,6.16
2023-05-05 00:00:00,2.64,0.0,6.06
2023-05-05 03:00:00,2.95,0.0,6.04
2023-05-05 06:00:00,1.5,0.0,6.31
2023-05-05 09:00:00,1.2,0.22,6.72
2023-05-05 12:00:00,2.72,0.04,6.61
2023-05-05 15:00:00,3.2,0.0,6.35
2023-05-05 18:00:00,1.56,0.0,6.14
2023-05-05 21:00:00,0.83,0.0,6.12
2023-05-06 00:00:00,2.34,0.0,6.23
2023-05-06 03:00:00,3.18,0.13,6.42
2023-05-06 06:00:00,1.82,0.0,6.63
2023-05-06 09:00:00,1.01,0.0,6.93
2023-05-06 12:00:00,2.41,7.73,7.03
2023-05-06 15:00:00,3.36,0.0,7.02
2023-05-06 18:00:00,1.92,0.0,6.83
2023-05-06 21:00:00,0.69,0.0,6.6
2023-05-07 00:00:00,1.93,0.0,6.44
2023-05-07 03:00:00,3.25,0.0,6.38
2023-05-07 06:00:00,2.23,0.0,6.44
2023-05-07 09:00:00,0.99,0.13,6.48
2023-05-07 12:00:00,2.03,0.0,6.38
2023-05-07 15:00:00,3.38,0.0,6.25
2023-05-07 18:00:00,2.38,0.0,6.13
2023-05-07 21:00:00,0.76,0.0,6.04
2023-05-08 00:00:00,1.5,0.0,5.99
2023-05-08 03:00:00,3.13,0.0,6.3
2023-05-08 06:00:00,2.62,0.0,7.02
2023-05-08 09:00:00,1.12,0.0,7.36
2023-05-08 12:00:00,1.59,1.85,7.31
2023-05-08 15:00:00,3.2,0.0,7.23
2023-05-08 18:00:00,2.78,0.0,7.09
2023-05-08 21:00:00,0.99,0.68,6.91
2023-05-09 00:00:00,1.14,0.0,6.75
2023-05-09 03:00:00,2.86,0.0,6.6
2023-05-09 06:00:00,2.95,6.67,6.45
2023-05-09 09:00:00,1.37,1.23,6.43
2023-05-09 12:00:00,1.24,0.13,6.58
2023-05-09 15:00:00,2.82,0.0,6.74
2023-05-09 18:00:00,3.02,0.0,7.3
2023-05-09 21:00:00,1.41,0.0,7.78
2023-05-10 00:00:00,0.94,0.0,7.85
2023-05-10 03:00:00,2.41,0.0,7.79
2023-05-10 06:00:00,3.11,0.0,7.71
2023-05-10 09:00:00,1.84,0.0,7.52
2023-05-10 12:00:00,1.12,0.0,7.3
2023-05-10 15:00:00,2.32,0.19,7.11
2023-05-10 18:00:00,3.09,0.0,7.03
2023-05-10 21:00:00,1.87,0.0,7.05
2023-05-11 00:00:00,0.92,0.0,7.4
2023-05-11 03:00:00,1.94,0.0,8.13
2023-05-11 06:00:00,3.09,0.0,8.65
2023-05-11 09:00:00,2.36,0.0,8.88
2023-05-11 12:00:00,1.29,0.0,8.73
2023-05-11 15:00:00,1.93,0.0,8.41
2023-05-11 18:00:00,2.98,0.0,8.12
2023-05-11 21:00:00,2.36,0.0,7.85
2023-05-12 00:00:00,1.17,0.0,7.61
2023-05-12 03:00:00,1.51,0.0,7.45
2023-05-12 06:00:00,2.8,0.0,7.4
2023-05-12 09:00:00,2.75,0.0,7.35
2023-05-12 12:00:00,1.58,0.18,7.27
2023-05-12 15:00:00,1.53,0.0,7.16
2023-05-12 18:00:00,2.61,0.0,7.08
2023-05-12 21:00:00,2.71,0.0,7.07
2023-05-13 00:00:00,1.58,0.0,7.07
2023-05-13 03:00:00,1.24,0.0,7.0
2023-05-13 06:00:00,2.35,0.0,6.96
2023-05-13 09:00:00,2.97,0.08,6.97
2023-05-13 12:00:00,2.06,29.6,6.94
2023-05-13 15:00:00,1.36,23.85,6.97
2023-05-13 18:00:00,2.11,10.5,6.94
2023-05-13 21:00:00,2.78,8.18,6.99
2023-05-14 00:00:00,2.08,1.21,7.83
2023-05-14 03:00:00,1.22,0.47,8.2
2023-05-14 06:00:00,1.88,0.0,8.2
2023-05-14 09:00:00,2.94,0.0,8.2
2023-05-14 12:00:00,2.55,0.0,8.16
2023-05-14 15:00:00,1.47,0.0,8.1
2023-05-14 18:00:00,1.61,0.0,8.02
2023-05-14 21:00:00,2.63,0.44,7.84
2023-05-15 00:00:00,2.54,0.19,7.58
2023-05-15 03:00:00,1.39,15.96,7.34
2023-05-15 06:00:00,1.42,0.0,7.24
2023-05-15 09:00:00,2.71,0.0,7.2
2023-05-15 12:00:00,2.96,0.0,7.18
2023-05-15 15:00:00,1.7,0.0,7.15
2023-05-15 18:00:00,1.2,7.36,7.07
2023-05-15 21:00:00,2.32,0.17,6.97
2023-05-16 00:00:00,2.86,0.95,6.9
2023-05-16 03:00:00,1.72,0.05,7.07
2023-05-16 06:00:00,1.11,0.0,7.5
2023-05-16 09:00:00,2.33,0.0,7.77
2023-05-16 12:00:00,3.22,0.53,7.85
2023-05-16 15:00:00,2.11,0.0,7.71
2023-05-16 18:00:00,1.02,0.0,7.5
2023-05-16 21:00:00,1.92,0.0,7.31
2023-05-17 00:00:00,3.07,0.0,7.21
2023-05-17 03:00:00,2.25,0.0,7.1
2023-05-17 06:00:00,1.07,0.0,6.95
2023-05-17 09:00:00,1.92,0.0,6.83
2023-05-17 12:00:00,3.33,0.09,6.79
2023-05-17 15:00:00,2.61,0.0,6.74
2023-05-17 18:00:00,1.02,0.0,6.64
2023-05-17 21:00:00,1.4,0.0,6.51
2023-05-18 00:00:00,2.97,0.0,6.42
2023-05-18 03:00:00,2.7,0.0,6.37
2023-05-18 06:00:00,1.18,0.0,6.35
2023-05-18 09:00:00,1.43,0.0,6.36
2023-05-18 12:00:00,3.07,0.0,6.32
2023-05-18 15:00:00,2.93,0.48,6.28
2023-05-18 18:00:00,1.14,0.0,6.27
2023-05-18 21:00:00,0.95,0.0,6.27
2023-05-19 00:00:00,2.66,0.0,6.27
2023-05-19 03:00:00,3.0,0.0,6.3
2023-05-19 06:00:00,1.43,0.0,6.29
2023-05-19 09:00:00,1.05,0.0,6.25
2023-05-19 12:00:00,2.67,0.17,6.2
2023-05-19 15:00:00,3.17,0.34,6.15
2023-05-19 18:00:00,1.45,0.0,6.08
2023-05-19 21:00:00,0.66,0.49,6.02
2023-05-20 00:00:00,2.19,4.62,5.96
2023-05-20 03:00:00,3.15,0.67,5.95
2023-05-20 06:00:00,1.82,0.0,6.01
2023-05-20 09:00:00,0.92,0.0,6.26
2023-05-20 12:00:00,2.23,0.0,6.67
2023-05-20 15:00:00,3.28,0.0,6.98
2023-05-20 18:00:00,1.92,0.43,6.87
2023-05-20 21:00:00,0.67,0.48,6.74
2023-05-21 00:00:00,1.8,0.0,6.65
2023-05-21 03:00:00,3.17,0.0,6.55
2023-05-21 06:00:00,2.28,0.0,6.56
2023-05-21 09:00:00,1.01,0.0,6.98
2023-05-21 12:00:00,1.87,0.08,6.98
2023-05-21 15:00:00,3.25,0.0,6.77
2023-05-21 18:00:00,2.35,0.0,6.55
2023-05-21 21:00:00,0.82,0.0,6.33
2023-05-22 00:00:00,1.43,0.0,6.16
2023-05-22 03:00:00,3.02,0.0,6.05
2023-05-22 06:00:00,2.64,0.0,6.01
2023-05-22 09:00:00,1.23,0.1,5.97
2023-05-22 12:00:00,1.56,0.08,5.94
2023-05-22 15:00:00,3.0,0.0,5.93
2023-05-22 18:00:00,2.63,0.0,5.98
2023-05-22 21:00:00,1.08,0.0,5.95
2023-05-23 00:00:00,1.17,0.0,5.92
2023-05-23 03:00:00,2.69,0.0,5.89
2023-05-23 06:00:00,2.84,0.0,6.09
2023-05-23 09:00:00,1.54,0.0,6.17
2023-05-23 12:00:00,1.35,0.21,6.21
2023-05-23 15:00:00,2.66,0.0,6.71
2023-05-23 18:00:00,2.85,0.0,6.94
2023-05-23 21:00:00,1.49,0.0,6.78
2023-05-24 00:00:00,1.11,0.0,6.48
2023-05-24 03:00:00,2.37,0.0,6.25
2023-05-24 06:00:00,2.94,0.0,6.13
2023-05-24 09:00:00,1.91,0.0,6.04
2023-05-24 12:00:00,1.33,0.0,5.98
2023-05-24 15:00:00,2.32,0.0,5.95
2023-05-24 18:00:00,2.88,2.77,5.93
2023-05-24 21:00:00,1.83,1.37,5.89
2023-05-25 00:00:00,1.09,0.0,6.0
2023-05-25 03:00:00,2.0,0.09,6.42
2023-05-25 06:00:00,2.89,0.75,7.37
2023-05-25 09:00:00,2.26,0.08,8.11
2023-05-25 12:00:00,1.45,11.22,8.46
2023-05-25 15:00:00,2.08,0.0,8.47
2023-05-25 18:00:00,2.82,0.0,8.1
2023-05-25 21:00:00,2.15,0.0,7.64
2023-05-26 00:00:00,1.25,0.0,7.34
2023-05-26 03:00:00,1.71,0.0,7.21
2023-05-26 06:00:00,2.71,0.0,7.12
2023-05-26 09:00:00,2.42,0.0,7.02
2023-05-26 12:00:00,1.52,0.0,6.91
2023-05-26 15:00:00,1.71,0.0,6.78
2023-05-26 18:00:00,2.57,0.0,6.64
2023-05-26 21:00:00,2.34,0.0,6.54
2023-05-27 00:00:00,1.41,0.0,6.48
2023-05-27 03:00:00,1.5,0.5,6.43
2023-05-27 06:00:00,2.46,1.78,6.39
2023-05-27 09:00:00,2.59,4.92,6.39
2023-05-27 12:00:00,1.75,0.94,6.47
2023-05-27 15:00:00,1.59,2.01,6.59
2023-05-27 18:00:00,2.33,0.0,7.01
2023-05-27 21:00:00,2.5,0.0,7.16
2023-05-28 00:00:00,1.71,0.0,6.91
2023-05-28 03:00:00,1.44,0.0,6.66
2023-05-28 06:00:00,2.22,3.56,6.59
2023-05-28 09:00:00,2.69,18.84,6.71
2023-05-28 12:00:00,2.05,1.95,6.78
2023-05-28 15:00:00,1.52,1.57,6.66
2023-05-28 18:00:00,2.06,0.0,6.73
2023-05-28 21:00:00,2.56,0.0,6.74
2023-05-29 00:00:00,2.04,0.0,6.75
2023-05-29 03:00:00,1.45,0.0,7.0
2023-05-29 06:00:00,1.99,0.0,7.02
2023-05-29 09:00:00,2.75,0.0,7.07
2023-05-29 12:00:00,2.39,0.19,6.98
2023-05-29 15:00:00,1.58,3.28,6.77
2023-05-29 18:00:00,1.76,0.25,6.72
2023-05-29 21:00:00,2.51,0.54,6.7
2023-05-30 00:00:00,2.35,0.0,6.79
2023-05-30 03:00:00,1.52,0.0,7.12
2023-05-30 06:00:00,1.68,0.0,7.43
2023-05-30 09:00:00,2.66,0.14,7.89
2023-05-30 12:00:00,2.67,0.0,8.06
2023-05-30 15:00:00,1.71,0.0,8.07
2023-05-30 18:00:00,1.52,0.0,8.01
2023-05-30 21:00:00,2.37,0.0,7.87
2023-05-31 00:00:00,2.62,1.06,7.62
2023-05-31 03:00:00,1.72,0.0,7.33
2023-05-31 06:00:00,1.45,0.0,7.09
2023-05-31 09:00:00,2.45,0.0,6.91
2023-05-31 12:00:00,2.9,1.94,6.78
2023-05-31 15:00:00,1.89,8.97,6.64
2023-05-31 18:00:00,1.22,2.96,6.53
2023-05-31 21:00:00,2.07,0.0,6.48
2023-06-01 00:00:00,2.81,0.22,6.52
2023-06-01 03:00:00,2.02,0.01,6.61
2023-06-01 06:00:00,1.32,0.0,6.85
2023-06-01 09:00:00,2.18,0.0,7.03
2023-06-01 12:00:00,3.05,0.13,7.1
2023-06-01 15:00:00,2.19,4.47,7.0
2023-06-01 18:00:00,1.08,6.06,6.86
2023-06-01 21:00:00,1.72,18.98,6.75
2023-06-02 00:00:00,2.93,0.35,6.79
2023-06-02 03:00:00,2.38,0.0,6.98
2023-06-02 06:00:00,1.28,0.0,7.21
2023-06-02 09:00:00,1.87,0.0,7.49
2023-06-02 12:00:00,3.15,0.0,7.47
2023-06-02 15:00:00,2.66,0.0,7.18
2023-06-02 18:00:00,1.16,0.0,6.85
2023-06-02 21:00:00,1.36,0.0,6.71
2023-06-03 00:00:00,2.87,0.0,6.64
2023-06-03 03:00:00,2.81,0.0,6.59
2023-06-03 06:00:00,1.41,0.0,6.56
2023-06-03 09:00:00,1.48,0.14,6.46
2023-06-03 12:00:00,2.95,3.89,6.34
2023-06-03 15:00:00,3.01,0.0,6.26
2023-06-03 18:00:00,1.32,2.33,6.2
2023-06-03 21:00:00,0.9,37.36,6.2
2023-06-04 00:00:00,2.5,0.92,6.23
2023-06-04 03:00:00,3.04,18.48,6.42
2023-06-04 06:00:00,1.65,1.67,7.5
2023-06-04 09:00:00,1.15,0.0,8.15
2023-06-04 12:00:00,2.58,0.0,8.73
2023-06-04 15:00:00,3.23,0.0,9.09
2023-06-04 18:00:00,1.74,0.0,9.0
2023-06-04 21:00:00,0.75,0.0,8.45
2023-06-05 00:00:00,2.05,0.0,7.88
2023-06-05 03:00:00,3.19,0.0,7.65
2023-06-05 06:00:00,2.04,0.0,7.52
2023-06-05 09:00:00,0.97,0.0,7.38
2023-06-05 12:00:00,2.1,0.25,7.25
2023-06-05 15:00:00,3.34,0.0,7.09
2023-06-05 18:00:00,2.14,0.0,6.92
2023-06-05 21:00:00,0.64,0.0,6.75
2023-06-06 00:00:00,1.56,0.0,6.65
2023-06-06 03:00:00,3.2,0.0,6.6
2023-06-06 06:00:00,2.49,3.35,6.6
2023-06-06 09:00:00,0.99,0.0,6.66
2023-06-06 12:00:00,1.62,0.18,6.72
2023-06-06 15:00:00,3.24,0.13,6.58
2023-06-06 18:00:00,2.63,0.67,6.47
2023-06-06 21:00:00,0.84,10.58,6.49
2023-06-07 00:00:00,1.12,0.25,6.79
2023-06-07 03:00:00,2.94,0.0,7.15
2023-06-07 06:00:00,2.96,0.0,7.57
2023-06-07 09:00:00,1.33,0.19,7.78
2023-06-07 12:00:00,1.23,1.13,7.84
2023-06-07 15:00:00,2.87,17.12,7.72
2023-06-07 18:00:00,3.01,0.27,7.61
2023-06-07 21:00:00,1.29,5.09,7.47
2023-06-08 00:00:00,0.81,0.0,7.34
2023-06-08 03:00:00,2.45,0.0,7.63
2023-06-08 06:00:00,3.17,0.0,8.11
2023-06-08 09:00:00,1.81,0.0,8.25
2023-06-08 12:00:00,1.05,0.46,8.13
2023-06-08 15:00:00,2.31,0.0,7.89
2023-06-08 18:00:00,3.13,2.83,7.65
2023-06-08 21:00:00,1.79,0.1,7.42
2023-06-09 00:00:00,0.73,0.0,7.22
2023-06-09 03:00:00,1.89,0.0,7.06
2023-06-09 06:00:00,3.19,0.0,6.99
2023-06-09 09:00:00,2.33,0.0,6.88
2023-06-09 12:00:00,1.05,0.72,6.77
2023-06-09 15:00:00,1.76,1.21,6.68
2023-06-09 18:00:00,3.0,0.08,6.64
2023-06-09 21:00:00,2.34,0.0,6.58
2023-06-10 00:00:00,0.93,0.0,6.56
2023-06-10 03:00:00,1.4,0.0,6.6
2023-06-10 06:00:00,2.97,0.0,6.77
2023-06-10 09:00:00,2.82,0.0,6.96
2023-06-10 12:00:00,1.42,0.11,6.86
2023-06-10 15:00:00,1.39,0.0,6.66
2023-06-10 18:00:00,2.7,0.0,6.53
2023-06-10 21:00:00,2.73,0.0,6.41
2023-06-11 00:00:00,1.38,0.0,6.3
2023-06-11 03:00:00,1.14,0.25,6.2
2023-06-11 06:00:00,2.56,0.41,6.18
2023-06-11 09:00:00,3.1,0.17,6.2
2023-06-11 12:00:00,1.87,0.36,6.14
2023-06-11 15:00:00,1.15,0.0,6.04
2023-06-11 18:00:00,2.18,0.0,5.98
2023-06-11 21:00:00,2.85,0.0,5.94
2023-06-12 00:00:00,1.87,0.0,5.96
2023-06-12 03:00:00,1.04,0.0,6.13
2023-06-12 06:00:00,2.03,0.0,6.23
2023-06-12 09:00:00,3.14,0.12,6.44
2023-06-12 12:00:00,2.37,2.49,6.46
2023-06-12 15:00:00,1.18,0.0,6.22
2023-06-12 18:00:00,1.65,0.0,5.99
2023-06-12 21:00:00,2.78,0.0,5.89
2023-06-13 00:00:00,2.4,0.0,5.96
2023-06-13 03:00:00,1.22,0.0,6.16
2023-06-13 06:00:00,1.56,0.0,6.37
2023-06-13 09:00:00,2.9,0.45,6.94
2023-06-13 12:00:00,2.79,0.0,7.01
2023-06-13 15:00:00,1.41,0.0,6.77
2023-06-13 18:00:00,1.2,0.0,6.6
2023-06-13 21:00:00,2.44,0.0,6.48
2023-06-14 00:00:00,2.76,0.0,6.39
2023-06-14 03:00:00,1.57,0.0,6.3
2023-06-14 06:00:00,1.24,0.0,6.32
2023-06-14 09:00:00,2.51,0.11,6.45
2023-06-14 12:00:00,3.04,0.21,6.61
2023-06-14 15:00:00,1.77,0.0,6.62
2023-06-14 18:00:00,0.94,0.0,6.56
2023-06-14 21:00:00,2.01,0.0,6.51
2023-06-15 00:00:00,2.93,0.0,6.41
2023-06-15 03:00:00,2.0,0.0,6.32
2023-06-15 06:00:00,1.11,0.0,6.6
2023-06-15 09:00:00,2.06,0.0,6.9
2023-06-15 12:00:00,3.12,1.67,6.82
2023-06-15 15:00:00,2.21,0.58,6.6
2023-06-15 18:00:00,0.92,0.67,6.41
2023-06-15 21:00:00,1.55,1.26,6.28
2023-06-16 00:00:00,2.91,0.0,6.25
2023-06-16 03:00:00,2.45,0.0,6.3
2023-06-16 06:00:00,1.2,0.0,6.19
2023-06-16 09:00:00,1.63,0.0,6.15
2023-06-16 12:00:00,3.01,11.33,6.18
2023-06-16 15:00:00,2.61,1.08,6.18
2023-06-16 18:00:00,1.08,20.28,6.12
2023-06-16 21:00:00,1.14,0.0,6.07
2023-06-17 00:00:00,2.69,0.0,6.19
2023-06-17 03:00:00,2.81,0.0,6.35
2023-06-17 06:00:00,1.43,0.0,6.19
2023-06-17 09:00:00,1.31,0.0,6.04
2023-06-17 12:00:00,2.78,0.0,5.97
2023-06-17 15:00:00,2.95,0.0,5.91
2023-06-17 18:00:00,1.39,0.0,5.81
2023-06-17 21:00:00,0.9,0.0,5.77
2023-06-18 00:00:00,2.41,0.0,5.76
2023-06-18 03:00:00,3.03,0.0,5.77
2023-06-18 06:00:00,1.79,0.0,5.73
2023-06-18 09:00:00,1.16,0.29,5.72
2023-06-18 12:00:00,2.45,0.0,5.7
2023-06-18 15:00:00,3.12,0.0,5.62
2023-06-18 18:00:00,1.75,0.0,5.53
2023-06-18 21:00:00,0.81,0.0,5.48
2023-06-19 00:00:00,1.98,0.0,5.44
2023-06-19 03:00:00,3.05,0.0,5.45
2023-06-19 06:00:00,2.1,0.0,5.48
2023-06-19 09:00:00,1.07,0.0,5.45
2023-06-19 12:00:00,2.0,0.53,5.43
2023-06-19 15:00:00,3.07,0.0,5.38
2023-06-19 18:00:00,2.09,0.0,5.32
2023-06-19 21:00:00,0.79,0.0,5.29
