,hidro_level_m1,precip_acumu_sm,hidro_level_sm
2023-08-28 18:00:00,0.85,0.0,4.44
2023-08-28 21:00:00,1.73,0.0,4.38
2023-08-29 00:00:00,2.84,0.0,4.38
2023-08-29 03:00:00,2.09,0.0,4.39
2023-08-29 06:00:00,0.97,0.0,4.39
2023-08-29 09:00:00,1.68,0.27,4.42
2023-08-29 12:00:00,2.98,0.0,4.52
2023-08-29 15:00:00,2.32,0.0,4.58
2023-08-29 18:00:00,0.8,0.0,4.49
2023-08-29 21:00:00,1.23,0.0,4.43
2023-08-30 00:00:00,2.91,0.0,4.42
2023-08-30 03:00:00,2.72,0.0,4.46
2023-08-30 06:00:00,1.05,0.0,4.38
2023-08-30 09:00:00,1.14,0.24,4.36
2023-08-30 12:00:00,2.86,0.11,4.38
2023-08-30 15:00:00,2.91,0.0,4.45
2023-08-30 18:00:00,1.03,0.0,4.34
2023-08-30 21:00:00,0.7,0.08,4.32
2023-08-31 00:00:00,2.67,0.0,4.32
2023-08-31 03:00:00,3.26,0.0,4.48
2023-08-31 06:00:00,1.45,0.11,4.31
2023-08-31 09:00:00,0.69,0.0,4.27
2023-08-31 12:00:00,2.5,0.0,4.3
2023-08-31 15:00:00,3.38,0.0,4.5
2023-08-31 18:00:00,1.54,0.0,4.35
2023-08-31 21:00:00,0.38,0.0,4.29
2023-09-01 00:00:00,2.17,0.0,4.28
2023-09-01 03:00:00,3.62,0.0,4.56
2023-09-01 06:00:00,2.04,0.0,4.4
2023-09-01 09:00:00,0.49,0.24,4.3
2023-09-01 12:00:00,1.89,0.0,4.29
2023-09-01 15:00:00,3.5,0.0,4.48
2023-09-01 18:00:00,2.16,0.0,4.4
2023-09-01 21:00:00,0.34,0.0,4.29
2023-09-02 00:00:00,1.57,0.0,4.27
2023-09-02 03:00:00,3.62,0.0,4.5
2023-09-02 06:00:00,2.66,0.0,4.47
2023-09-02 09:00:00,0.58,0.17,4.25
2023-09-02 12:00:00,1.27,0.72,4.23
2023-09-02 15:00:00,3.35,0.0,4.36
2023-09-02 18:00:00,2.71,0.0,4.41
2023-09-02 21:00:00,0.59,0.0,4.22
2023-09-03 00:00:00,1.0,0.0,4.21
2023-09-03 03:00:00,3.29,0.0,4.35
2023-09-03 06:00:00,3.17,0.0,4.59
2023-09-03 09:00:00,0.92,0.0,4.34
2023-09-03 12:00:00,0.75,0.11,4.31
2023-09-03 15:00:00,2.86,0.0,4.33
2023-09-03 18:00:00,3.13,0.0,4.49
2023-09-03 21:00:00,1.08,0.0,4.29
2023-09-04 00:00:00,0.7,0.0,4.27
2023-09-04 03:00:00,2.75,0.0,4.29
2023-09-04 06:00:00,3.39,0.0,4.56
2023-09-04 09:00:00,1.48,0.0,4.41
2023-09-04 12:00:00,0.61,0.19,4.36
2023-09-04 15:00:00,2.31,0.0,4.37
2023-09-04 18:00:00,3.27,0.0,4.53
2023-09-04 21:00:00,1.73,0.0,4.54
2023-09-05 00:00:00,0.71,0.0,4.59
2023-09-05 03:00:00,2.18,0.0,4.56
2023-09-05 06:00:00,3.36,0.0,4.61
2023-09-05 09:00:00,2.03,0.29,4.52
2023-09-05 12:00:00,0.71,0.37,4.44
2023-09-05 15:00:00,1.73,0.0,4.44
2023-09-05 18:00:00,3.05,0.0,4.45
2023-09-05 21:00:00,2.22,0.0,4.43
2023-09-06 00:00:00,0.93,0.0,4.35
2023-09-06 03:00:00,1.66,0.0,4.34
2023-09-06 06:00:00,3.01,0.12,4.38
2023-09-06 09:00:00,2.41,0.0,4.4
2023-09-06 12:00:00,1.01,0.06,4.38
2023-09-06 15:00:00,1.33,0.0,4.48
2023-09-06 18:00:00,2.7,0.0,4.66
2023-09-06 21:00:00,2.5,0.0,4.73
2023-09-07 00:00:00,1.33,0.0,4.68
2023-09-07 03:00:00,1.4,0.0,4.63
2023-09-07 06:00:00,2.6,0.0,4.6
2023-09-07 09:00:00,2.66,0.52,4.6
2023-09-07 12:00:00,1.43,0.0,4.59
2023-09-07 15:00:00,1.18,0.0,4.57
2023-09-07 18:00:00,2.25,0.0,4.51
2023-09-07 21:00:00,2.63,0.0,4.47
2023-09-08 00:00:00,1.77,0.0,4.41
2023-09-08 03:00:00,1.34,0.0,4.37
2023-09-08 06:00:00,2.12,0.0,4.34
2023-09-08 09:00:00,2.63,0.06,4.33
2023-09-08 12:00:00,1.88,0.0,4.31
2023-09-08 15:00:00,1.19,0.0,4.29
2023-09-08 18:00:00,1.76,0.0,4.28
2023-09-08 21:00:00,2.5,0.0,4.27
2023-09-09 00:00:00,2.14,0.0,4.27
2023-09-09 03:00:00,1.42,0.0,4.25
2023-09-09 06:00:00,1.69,0.0,4.24
2023-09-09 09:00:00,2.49,0.0,4.23
2023-09-09 12:00:00,2.26,0.32,4.24
2023-09-09 15:00:00,1.41,0.0,4.22
2023-09-09 18:00:00,1.44,0.0,4.21
2023-09-09 21:00:00,2.34,0.0,4.2
2023-09-10 00:00:00,2.45,0.0,4.2
2023-09-10 03:00:00,1.67,0.0,4.18
2023-09-10 06:00:00,1.43,0.0,4.17
2023-09-10 09:00:00,2.26,0.14,4.16
2023-09-10 12:00:00,2.55,0.0,4.17
2023-09-10 15:00:00,1.67,0.0,4.15
2023-09-10 18:00:00,1.2,0.1,4.14
2023-09-10 21:00:00,2.01,4.36,4.14
2023-09-11 00:00:00,2.63,0.09,4.15
2023-09-11 03:00:00,1.95,0.0,4.13
2023-09-11 06:00:00,1.26,0.0,4.12
2023-09-11 09:00:00,1.93,0.19,4.12
2023-09-11 12:00:00,2.69,0.0,4.13
2023-09-11 15:00:00,2.0,0.0,4.13
2023-09-11 18:00:00,1.11,0.0,4.12
2023-09-11 21:00:00,1.65,0.0,4.14
2023-09-12 00:00:00,2.66,0.26,4.17
2023-09-12 03:00:00,2.27,0.0,4.19
2023-09-12 06:00:00,1.24,0.0,4.16
2023-09-12 09:00:00,1.6,0.0,4.15
2023-09-12 12:00:00,2.7,0.3,4.16
2023-09-12 15:00:00,2.36,0.0,4.22
2023-09-12 18:00:00,1.17,0.0,4.22
2023-09-12 21:00:00,1.37,0.0,4.21
2023-09-13 00:00:00,2.63,0.0,4.21
2023-09-13 03:00:00,2.61,0.0,4.22
2023-09-13 06:00:00,1.4,0.0,4.49
2023-09-13 09:00:00,1.39,0.27,4.99
2023-09-13 12:00:00,2.62,0.1,4.84
2023-09-13 15:00:00,2.69,0.0,4.58
2023-09-13 18:00:00,1.35,0.0,4.41
2023-09-13 21:00:00,1.13,0.08,4.35
2023-09-14 00:00:00,2.49,0.0,4.39
2023-09-14 03:00:00,2.88,0.0,4.47
2023-09-14 06:00:00,1.57,0.0,4.39
2023-09-14 09:00:00,1.13,0.35,4.34
2023-09-14 12:00:00,2.41,0.0,4.31
2023-09-14 15:00:00,2.94,0.0,4.34
2023-09-14 18:00:00,1.57,0.0,4.27
2023-09-14 21:00:00,0.91,0.0,4.27
2023-09-15 00:00:00,2.26,0.52,4.42
2023-09-15 03:00:00,3.05,0.0,4.61
2023-09-15 06:00:00,1.79,0.0,4.55
2023-09-15 09:00:00,0.92,0.11,4.47
2023-09-15 12:00:00,2.13,0.28,4.41
2023-09-15 15:00:00,3.05,0.0,4.43
2023-09-15 18:00:00,1.82,0.0,4.37
2023-09-15 21:00:00,0.81,0.2,4.32
2023-09-16 00:00:00,1.98,0.0,4.3
2023-09-16 03:00:00,3.12,0.0,4.37
2023-09-16 06:00:00,2.05,0.0,4.33
2023-09-16 09:00:00,0.84,0.41,4.28
2023-09-16 12:00:00,1.81,0.32,4.28
2023-09-16 15:00:00,3.06,0.16,4.36
2023-09-16 18:00:00,2.13,0.0,4.36
2023-09-16 21:00:00,0.83,0.0,4.3
2023-09-17 00:00:00,1.75,0.0,4.25
2023-09-17 03:00:00,3.15,0.0,4.28
2023-09-17 06:00:00,2.36,0.0,4.26
2023-09-17 09:00:00,0.87,0.28,4.18
2023-09-17 12:00:00,1.5,0.0,4.17
2023-09-17 15:00:00,2.98,0.0,4.23
2023-09-17 18:00:00,2.41,0.0,4.25
2023-09-17 21:00:00,0.92,0.0,4.19
2023-09-18 00:00:00,1.44,0.0,4.18
2023-09-18 03:00:00,3.02,0.0,4.22
2023-09-18 06:00:00,2.63,0.0,4.26
2023-09-18 09:00:00,1.0,0.15,4.15
2023-09-18 12:00:00,1.2,0.79,4.14
2023-09-18 15:00:00,2.78,0.0,4.16
2023-09-18 18:00:00,2.69,0.0,4.22
2023-09-18 21:00:00,1.14,0.0,4.13
2023-09-19 00:00:00,1.23,0.0,4.12
2023-09-19 03:00:00,2.84,0.0,4.16
2023-09-19 06:00:00,2.89,0.0,4.26
2023-09-19 09:00:00,1.28,0.77,4.17
2023-09-19 12:00:00,1.04,0.09,4.16
2023-09-19 15:00:00,2.55,0.0,4.18
2023-09-19 18:00:00,2.91,0.0,4.32
2023-09-19 21:00:00,1.46,0.07,4.32
2023-09-20 00:00:00,1.1,0.38,4.28
2023-09-20 03:00:00,2.54,0.0,4.25
2023-09-20 06:00:00,3.02,0.0,4.31
2023-09-20 09:00:00,1.59,0.17,4.2
2023-09-20 12:00:00,0.92,0.2,4.16
2023-09-20 15:00:00,2.2,0.0,4.16
2023-09-20 18:00:00,2.93,0.0,4.23
2023-09-20 21:00:00,1.79,0.0,4.21
2023-09-21 00:00:00,1.06,0.0,4.23
2023-09-21 03:00:00,2.19,0.0,4.25
2023-09-21 06:00:00,3.0,0.0,4.3
2023-09-21 09:00:00,1.96,0.0,4.24
2023-09-21 12:00:00,0.98,0.0,4.19
2023-09-21 15:00:00,1.79,0.0,4.19
2023-09-21 18:00:00,2.79,0.0,4.23
2023-09-21 21:00:00,2.12,0.0,4.3
2023-09-22 00:00:00,1.18,0.0,4.35
2023-09-22 03:00:00,1.8,0.0,4.32
2023-09-22 06:00:00,2.8,0.0,4.27
2023-09-22 09:00:00,2.26,0.0,4.24
2023-09-22 12:00:00,1.14,0.25,4.22
2023-09-22 15:00:00,1.43,0.0,4.22
2023-09-22 18:00:00,2.5,0.0,4.32
2023-09-22 21:00:00,2.37,0.0,4.55
2023-09-23 00:00:00,1.41,0.0,4.63
2023-09-23 03:00:00,1.51,0.0,4.64
2023-09-23 06:00:00,2.48,0.0,4.66
2023-09-23 09:00:00,2.5,0.16,4.7
2023-09-23 12:00:00,1.48,0.0,4.65
2023-09-23 15:00:00,1.25,0.0,4.57
2023-09-23 18:00:00,2.14,0.0,4.51
2023-09-23 21:00:00,2.54,0.0,4.48
2023-09-24 00:00:00,1.76,0.0,4.42
2023-09-24 03:00:00,1.37,0.0,4.35
2023-09-24 06:00:00,2.06,0.0,4.31
2023-09-24 09:00:00,2.58,0.51,4.38
2023-09-24 12:00:00,1.91,0.1,4.64
2023-09-24 15:00:00,1.2,0.0,4.72
2023-09-24 18:00:00,1.7,0.0,4.64
2023-09-24 21:00:00,2.55,0.19,4.53
2023-09-25 00:00:00,2.21,0.0,4.46
2023-09-25 03:00:00,1.35,0.0,4.46
2023-09-25 06:00:00,1.6,0.0,4.45
2023-09-25 09:00:00,2.52,0.17,4.44
2023-09-25 12:00:00,2.37,0.48,4.43
2023-09-25 15:00:00,1.32,0.0,4.4
2023-09-25 18:00:00,1.26,0.0,4.37
2023-09-25 21:00:00,2.36,0.0,4.34
2023-09-26 00:00:00,2.62,0.0,4.33
2023-09-26 03:00:00,1.58,0.0,4.3
2023-09-26 06:00:00,1.17,0.0,4.28
2023-09-26 09:00:00,2.23,0.0,4.3
2023-09-26 12:00:00,2.76,0.32,4.43
2023-09-26 15:00:00,1.66,0.26,4.43
2023-09-26 18:00:00,0.91,1.14,4.43
2023-09-26 21:00:00,2.02,0.08,4.61
2023-09-27 00:00:00,3.02,0.0,4.75
2023-09-27 03:00:00,2.06,0.0,4.69
2023-09-27 06:00:00,0.94,0.0,4.52
2023-09-27 09:00:00,1.8,0.17,4.42
2023-09-27 12:00:00,3.03,0.0,4.48
2023-09-27 15:00:00,2.2,0.0,4.54
2023-09-27 18:00:00,0.77,0.0,4.49
2023-09-27 21:00:00,1.47,0.13,4.38
2023-09-28 00:00:00,3.14,0.19,4.37
2023-09-28 03:00:00,2.65,0.06,4.41
2023-09-28 06:00:00,0.91,0.0,4.34
2023-09-28 09:00:00,1.19,0.3,4.33
2023-09-28 12:00:00,2.95,0.15,4.35
2023-09-28 15:00:00,2.76,0.16,4.43
2023-09-28 18:00:00,0.89,0.0,4.35
2023-09-28 21:00:00,0.92,0.0,4.32
2023-09-29 00:00:00,2.96,0.0,4.33
2023-09-29 03:00:00,3.19,0.0,4.51
2023-09-29 06:00:00,1.16,0.0,4.32
2023-09-29 09:00:00,0.67,0.16,4.3
2023-09-29 12:00:00,2.62,0.08,4.3
2023-09-29 15:00:00,3.27,0.0,4.52
2023-09-29 18:00:00,1.28,0.0,4.68
2023-09-29 21:00:00,0.49,0.0,4.85
2023-09-30 00:00:00,2.49,0.0,4.76
2023-09-30 03:00:00,3.59,0.0,4.82
2023-09-30 06:00:00,1.69,0.0,4.58
2023-09-30 09:00:00,0.37,0.12,4.45
2023-09-30 12:00:00,2.05,0.0,4.4
2023-09-30 15:00:00,3.49,,4.47
2023-09-30 18:00:00,1.88,,
2023-09-30 21:00:00,0.36,,
2023-10-01 00:00:00,1.9,,
2023-10-01 03:00:00,3.66,,
2023-10-01 06:00:00,2.25,,
2023-10-01 09:00:00,0.34,,
2023-10-01 12:00:00,1.43,,
2023-10-01 15:00:00,3.39,,
2023-10-01 18:00:00,2.49,,
2023-10-01 21:00:00,0.54,,
2023-10-02 00:00:00,1.35,,
2023-10-02 03:00:00,3.41,,
2023-10-02 06:00:00,2.8,,
2023-10-02 09:00:00,0.65,,
2023-10-02 12:00:00,0.95,,
2023-10-02 15:00:00,3.01,,
2023-10-02 18:00:00,2.92,,
2023-10-02 21:00:00,0.99,,
2023-10-03 00:00:00,1.0,,
2023-10-03 03:00:00,2.95,,
2023-10-03 06:00:00,3.07,,
2023-10-03 09:00:00,1.1,,
2023-10-03 12:00:00,0.68,,
2023-10-03 15:00:00,2.49,,
2023-10-03 18:00:00,3.11,,
2023-10-03 21:00:00,1.49,,
2023-10-04 00:00:00,0.87,,
2023-10-04 03:00:00,2.42,,
2023-10-04 06:00:00,3.15,,
2023-10-04 09:00:00,1.62,,
2023-10-04 12:00:00,0.7,,
2023-10-04 15:00:00,1.99,,
2023-10-04 18:00:00,3.06,,
2023-10-04 21:00:00,2.0,,
2023-10-05 00:00:00,0.98,,
2023-10-05 03:00:00,1.9,,
2023-10-05 06:00:00,2.94,,
2023-10-05 09:00:00,2.05,,
2023-10-05 12:00:00,0.89,,
2023-10-05 15:00:00,1.54,,
2023-10-05 18:00:00,2.74,,
2023-10-05 21:00:00,2.31,,
2023-10-06 00:00:00,1.22,,
2023-10-06 03:00:00,1.55,,
2023-10-06 06:00:00,2.59,,
2023-10-06 09:00:00,2.35,,
2023-10-06 12:00:00,1.26,,
2023-10-06 15:00:00,1.3,,
2023-10-06 18:00:00,2.33,,
2023-10-06 21:00:00,2.47,,
2023-10-07 00:00:00,1.58,0.13,4.28
2023-10-07 03:00:00,1.36,0.23,4.22
2023-10-07 06:00:00,2.16,0.22,4.2
2023-10-07 09:00:00,2.42,0.0,4.22
2023-10-07 12:00:00,1.62,0.0,4.23
2023-10-07 15:00:00,1.21,0.0,4.25
2023-10-07 18:00:00,1.9,0.0,4.24
2023-10-07 21:00:00,2.43,3.56,4.18
2023-10-08 00:00:00,1.93,3.2,4.11
2023-10-08 03:00:00,1.38,0.0,4.09
2023-10-08 06:00:00,1.77,0.17,4.16
2023-10-08 09:00:00,2.39,0.0,5.49
2023-10-08 12:00:00,2.0,0.15,6.0
2023-10-08 15:00:00,1.32,0.06,5.83
2023-10-08 18:00:00,1.58,0.08,5.53
2023-10-08 21:00:00,2.33,0.06,5.37
2023-10-09 00:00:00,2.29,0.0,5.25
2023-10-09 03:00:00,1.53,0.0,5.08
2023-10-09 06:00:00,1.49,0.06,4.93
2023-10-09 09:00:00,2.24,0.0,4.81
2023-10-09 12:00:00,2.35,0.3,4.73
2023-10-09 15:00:00,1.55,0.0,4.66
2023-10-09 18:00:00,1.34,0.06,4.58
2023-10-09 21:00:00,2.18,0.12,4.55
2023-10-10 00:00:00,2.57,2.08,4.61
2023-10-10 03:00:00,1.75,1.89,4.65
2023-10-10 06:00:00,1.3,0.16,4.7
2023-10-10 09:00:00,2.06,0.0,4.71
2023-10-10 12:00:00,2.58,0.0,4.75
2023-10-10 15:00:00,1.78,0.06,4.8
2023-10-10 18:00:00,1.16,0.13,4.86
2023-10-10 21:00:00,1.96,0.0,4.97
2023-10-11 00:00:00,2.72,,4.96
2023-10-11 03:00:00,2.06,,
2023-10-11 06:00:00,1.19,,
2023-10-11 09:00:00,1.79,,
2023-10-11 12:00:00,2.72,,
2023-10-11 15:00:00,2.15,,
2023-10-11 18:00:00,1.16,,
2023-10-11 21:00:00,1.69,,
2023-10-12 00:00:00,2.8,,
2023-10-12 03:00:00,2.4,,
2023-10-12 06:00:00,1.18,,
2023-10-12 09:00:00,1.47,,
2023-10-12 12:00:00,2.67,,
2023-10-12 15:00:00,2.45,,
2023-10-12 18:00:00,1.18,,
2023-10-12 21:00:00,1.42,,
2023-10-13 00:00:00,2.78,,
2023-10-13 03:00:00,2.71,,
2023-10-13 06:00:00,1.26,,
2023-10-13 09:00:00,1.18,,
2023-10-13 12:00:00,2.59,,
2023-10-13 15:00:00,2.71,,
2023-10-13 18:00:00,1.31,,
2023-10-13 21:00:00,1.12,,
2023-10-14 00:00:00,2.58,,
2023-10-14 03:00:00,2.9,,
2023-10-14 06:00:00,1.4,,
2023-10-14 09:00:00,0.89,,
2023-10-14 12:00:00,2.34,,
2023-10-14 15:00:00,2.92,,
2023-10-14 18:00:00,1.53,,
2023-10-14 21:00:00,0.92,,
2023-10-15 00:00:00,2.35,,
2023-10-15 03:00:00,3.09,,
2023-10-15 06:00:00,1.65,,
2023-10-15 09:00:00,0.74,,
2023-10-15 12:00:00,2.05,,
2023-10-15 15:00:00,3.05,,
2023-10-15 18:00:00,1.85,,
2023-10-15 21:00:00,0.83,,
2023-10-16 00:00:00,2.05,,
2023-10-16 03:00:00,3.19,,
2023-10-16 06:00:00,1.96,,
2023-10-16 09:00:00,0.64,,
2023-10-16 12:00:00,1.69,,
2023-10-16 15:00:00,3.1,,
2023-10-16 18:00:00,2.19,,
2023-10-16 21:00:00,0.86,,
2023-10-17 00:00:00,1.74,,
2023-10-17 03:00:00,3.13,,
2023-10-17 06:00:00,2.3,,
2023-10-17 09:00:00,0.74,,
2023-10-17 12:00:00,1.37,,
2023-10-17 15:00:00,2.96,,
2023-10-17 18:00:00,2.52,,
2023-10-17 21:00:00,1.03,,
2023-10-18 00:00:00,1.42,,
2023-10-18 03:00:00,2.96,,
2023-10-18 06:00:00,2.62,,
2023-10-18 09:00:00,0.96,,
2023-10-18 12:00:00,1.08,,
2023-10-18 15:00:00,2.7,,
2023-10-18 18:00:00,2.78,,
2023-10-18 21:00:00,1.28,,
2023-10-19 00:00:00,1.2,,
2023-10-19 03:00:00,2.68,,
2023-10-19 06:00:00,2.84,,
2023-10-19 09:00:00,1.27,,
2023-10-19 12:00:00,0.88,,
2023-10-19 15:00:00,2.31,,
2023-10-19 18:00:00,2.86,,
2023-10-19 21:00:00,1.61,,
2023-10-20 00:00:00,1.06,,
2023-10-20 03:00:00,2.27,,
2023-10-20 06:00:00,2.86,,
2023-10-20 09:00:00,1.64,,
2023-10-20 12:00:00,0.82,,
2023-10-20 15:00:00,1.85,,
2023-10-20 18:00:00,2.79,,
2023-10-20 21:00:00,1.98,,
2023-10-21 00:00:00,1.06,,
2023-10-21 03:00:00,1.83,,
2023-10-21 06:00:00,2.74,,
2023-10-21 09:00:00,2.05,,
2023-10-21 12:00:00,1.01,,
2023-10-21 15:00:00,1.51,,
2023-10-21 18:00:00,2.61,,
2023-10-21 21:00:00,2.34,,
2023-10-22 00:00:00,1.33,,
2023-10-22 03:00:00,1.5,,
2023-10-22 06:00:00,2.48,,
2023-10-22 09:00:00,2.41,,
2023-10-22 12:00:00,1.35,,
2023-10-22 15:00:00,1.24,,
2023-10-22 18:00:00,2.29,,
2023-10-22 21:00:00,2.65,,
2023-10-23 00:00:00,1.76,,
2023-10-23 03:00:00,1.36,,
2023-10-23 06:00:00,2.15,,
2023-10-23 09:00:00,2.65,,
2023-10-23 12:00:00,1.84,,
2023-10-23 15:00:00,1.17,,
2023-10-23 18:00:00,1.88,,
2023-10-23 21:00:00,2.75,,
2023-10-24 00:00:00,2.22,,
2023-10-24 03:00:00,1.31,,
2023-10-24 06:00:00,1.7,,
2023-10-24 09:00:00,2.62,,
2023-10-24 12:00:00,2.3,,
2023-10-24 15:00:00,1.23,,
2023-10-24 18:00:00,1.38,,
2023-10-24 21:00:00,2.59,,
2023-10-25 00:00:00,2.67,0.9,5.44
2023-10-25 03:00:00,1.47,0.0,5.4
2023-10-25 06:00:00,1.18,0.0,5.41
2023-10-25 09:00:00,2.35,0.46,5.59
2023-10-25 12:00:00,2.72,1.33,5.68
2023-10-25 15:00:00,1.61,5.72,5.77
2023-10-25 18:00:00,0.96,0.0,5.8
2023-10-25 21:00:00,2.28,0.15,5.69
2023-10-26 00:00:00,3.08,2.05,5.57
2023-10-26 03:00:00,1.86,0.92,5.59
2023-10-26 06:00:00,0.86,0.12,6.01
2023-10-26 09:00:00,1.92,1.67,6.96
2023-10-26 12:00:00,3.03,0.31,7.36
2023-10-26 15:00:00,2.04,0.82,7.54
2023-10-26 18:00:00,0.84,0.0,7.53
2023-10-26 21:00:00,1.83,0.0,7.54
2023-10-27 00:00:00,3.28,0.0,7.49
2023-10-27 03:00:00,2.45,0.0,7.33
2023-10-27 06:00:00,0.81,0.0,7.19
2023-10-27 09:00:00,1.37,0.41,7.08
2023-10-27 12:00:00,3.05,0.0,6.96
2023-10-27 15:00:00,2.58,0.0,6.85
2023-10-27 18:00:00,0.89,0.0,6.71
2023-10-27 21:00:00,1.28,8.36,6.61
2023-10-28 00:00:00,3.18,4.66,6.55
2023-10-28 03:00:00,3.02,0.78,6.52
2023-10-28 06:00:00,0.98,14.92,6.67
2023-10-28 09:00:00,0.83,6.7,7.0
2023-10-28 12:00:00,2.85,0.21,7.31
2023-10-28 15:00:00,3.11,0.0,7.55
2023-10-28 18:00:00,1.24,0.0,7.57
2023-10-28 21:00:00,0.85,0.0,7.38
2023-10-29 00:00:00,2.83,0.0,7.09
2023-10-29 03:00:00,3.38,0.0,6.86
2023-10-29 06:00:00,1.33,0.0,6.66
2023-10-29 09:00:00,0.42,0.0,6.56
2023-10-29 12:00:00,2.27,0.0,6.52
2023-10-29 15:00:00,3.34,0.0,6.57
2023-10-29 18:00:00,1.66,0.0,6.61
2023-10-29 21:00:00,0.61,0.0,6.51
2023-10-30 00:00:00,2.24,0.0,6.35
2023-10-30 03:00:00,3.48,0.0,6.25
2023-10-30 06:00:00,1.82,0.0,6.15
2023-10-30 09:00:00,0.29,0.0,6.1
2023-10-30 12:00:00,1.67,0.33,6.03
2023-10-30 15:00:00,3.31,0.0,5.95
2023-10-30 18:00:00,2.2,0.0,5.88
2023-10-30 21:00:00,0.66,0.0,5.83
2023-10-31 00:00:00,1.68,0.07,5.79
2023-10-31 03:00:00,3.33,0.0,5.76
2023-10-31 06:00:00,2.34,0.0,6.02
2023-10-31 09:00:00,0.5,0.09,6.36
2023-10-31 12:00:00,1.21,5.39,6.22
2023-10-31 15:00:00,3.06,0.08,6.13
2023-10-31 18:00:00,2.66,0.0,6.09
2023-10-31 21:00:00,0.93,0.0,5.98
2023-11-01 00:00:00,1.27,0.0,5.9
2023-11-01 03:00:00,3.02,0.0,5.83
2023-11-01 06:00:00,2.74,0.0,5.79
2023-11-01 09:00:00,0.89,0.07,5.92
2023-11-01 12:00:00,0.92,0.85,6.1
2023-11-01 15:00:00,2.71,0.0,6.34
2023-11-01 18:00:00,2.96,0.0,6.83
2023-11-01 21:00:00,1.39,0.0,7.02
2023-11-02 00:00:00,1.1,0.0,6.87
2023-11-02 03:00:00,2.6,0.0,6.72
2023-11-02 06:00:00,2.96,0.0,6.66
2023-11-02 09:00:00,1.36,0.0,6.48
2023-11-02 12:00:00,0.82,0.0,6.3
2023-11-02 15:00:00,2.26,0.24,6.18
2023-11-02 18:00:00,3.01,0.0,6.08
2023-11-02 21:00:00,1.81,0.0,5.95
2023-11-03 00:00:00,1.09,0.0,5.88
2023-11-03 03:00:00,2.21,0.0,5.84
2023-11-03 06:00:00,2.92,0.0,5.81
2023-11-03 09:00:00,1.8,0.16,5.79
2023-11-03 12:00:00,0.94,0.52,5.82
2023-11-03 15:00:00,1.9,0.0,5.84
2023-11-03 18:00:00,2.89,0.0,5.84
2023-11-03 21:00:00,2.17,0.0,5.77
2023-11-04 00:00:00,1.24,0.0,5.69
2023-11-04 03:00:00,1.81,0.0,5.63
2023-11-04 06:00:00,2.77,0.07,5.57
2023-11-04 09:00:00,2.16,0.09,5.54
2023-11-04 12:00:00,1.18,0.87,5.53
2023-11-04 15:00:00,1.54,0.0,5.47
2023-11-04 18:00:00,2.6,0.0,5.4
2023-11-04 21:00:00,2.47,0.0,5.36
2023-11-05 00:00:00,1.51,0.08,5.33
2023-11-05 03:00:00,1.54,0.0,5.31
2023-11-05 06:00:00,2.42,0.0,5.28
2023-11-05 09:00:00,2.42,0.41,5.26
2023-11-05 12:00:00,1.52,0.17,5.23
2023-11-05 15:00:00,1.38,0.09,5.19
2023-11-05 18:00:00,2.28,0.0,5.15
2023-11-05 21:00:00,2.6,0.0,5.13
2023-11-06 00:00:00,1.84,0.0,5.12
2023-11-06 03:00:00,1.45,0.0,5.11
2023-11-06 06:00:00,2.08,0.0,5.1
2023-11-06 09:00:00,2.47,0.0,5.12
2023-11-06 12:00:00,1.83,0.0,5.13
2023-11-06 15:00:00,1.32,0.0,5.1
2023-11-06 18:00:00,1.92,0.0,5.1
2023-11-06 21:00:00,2.63,0.0,5.12
2023-11-07 00:00:00,2.15,0.0,5.1
2023-11-07 03:00:00,1.46,0.0,5.06
2023-11-07 06:00:00,1.75,0.0,5.02
2023-11-07 09:00:00,2.46,0.0,5.01
2023-11-07 12:00:00,2.17,0.32,5.02
2023-11-07 15:00:00,1.44,0.0,5.02
2023-11-07 18:00:00,1.68,0.0,5.0
2023-11-07 21:00:00,2.54,0.0,4.97
2023-11-08 00:00:00,2.46,0.0,4.94
2023-11-08 03:00:00,1.61,0.0,4.91
2023-11-08 06:00:00,1.47,0.0,4.93
2023-11-08 09:00:00,2.28,0.27,5.02
2023-11-08 12:00:00,2.44,1.86,5.12
2023-11-08 15:00:00,1.62,0.0,5.14
2023-11-08 18:00:00,1.41,0.0,5.09
2023-11-08 21:00:00,2.34,0.0,5.05
2023-11-09 00:00:00,2.74,0.0,5.05
2023-11-09 03:00:00,1.82,1.83,5.03
2023-11-09 06:00:00,1.25,0.81,5.08
2023-11-09 09:00:00,2.06,0.28,5.35
2023-11-09 12:00:00,2.66,0.05,5.7
2023-11-09 15:00:00,1.86,0.0,5.79
2023-11-09 18:00:00,1.26,0.0,5.67
2023-11-09 21:00:00,2.1,0.0,5.54
2023-11-10 00:00:00,2.87,0.14,5.44
2023-11-10 03:00:00,2.06,0.01,5.35
2023-11-10 06:00:00,1.1,0.0,5.26
2023-11-10 09:00:00,1.74,0.0,5.21
2023-11-10 12:00:00,2.76,0.39,5.18
2023-11-10 15:00:00,2.18,0.0,5.14
2023-11-10 18:00:00,1.16,0.0,5.1
2023-11-10 21:00:00,1.79,0.0,5.08
2023-11-11 00:00:00,2.95,0.08,5.08
2023-11-11 03:00:00,2.39,0.0,5.06
2023-11-11 06:00:00,1.06,0.0,5.01
